id_credit,UNO,DOS,TRES,CUATRO,CINCO,SEIS,SIETE,OCHO,NUEVE,DIEZ,ONCE,DOCE,TRECE,CATORCE,QUINCE
1600246,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago
1600261,Contacto con Tercero,Contacto con Tercero,Pago recibido,Sin contacto (no atienden),Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Pago recibido,Contacto con Tercero,Negativa de pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago
1600512,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,
1600553,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
1600625,Sin contacto (no atienden),,,,,,,,,,,,,,
1600665,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,,,
1600731,Sin contacto (no atienden),,,,,,,,,,,,,,
1600781,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,,,
1600804,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,,,,
1600860,Pago recibido,,,,,,,,,,,,,,
1600871,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,,,,,,,,,,
1600943,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero
1601106,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,,,,
160114,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,,
1601144,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
1601163,Promesa de Pago,Promesa de Pago,Contacto con Tercero,,,,,,,,,,,,
1601191,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
1601246,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,
1601594,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,
1601944,Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,,,,,
1602053,Moto recuperada,,,,,,,,,,,,,,
1602287,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,Contacto con Tercero,Prestanombre,Prestanombre,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Promesa de Pago,Sin contacto (no atienden)
1602387,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero
1602422,No contesta la llamada,No contesta la llamada,Pago recibido,Pago recibido,No contesta la llamada,No contesta la llamada,,,,,,,,,
1602461,Pago recibido,Sin contacto (no atienden),,,,,,,,,,,,,
1602697,Promesa de Pago,,,,,,,,,,,,,,
1603180,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),,
160325,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,Sin contacto (no atienden),Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,Sin contacto (no atienden),Contacto con Tercero,Pago recibido
1603419,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,,,,
1603441,Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Pago recibido,Contacto con Tercero,Promesa de Pago,,,,,,,,,
1603461,Sin contacto (no atienden),,,,,,,,,,,,,,
1603470,Contacto con Tercero,,,,,,,,,,,,,,
1603665,Pago recibido,,,,,,,,,,,,,,
1603775,Cambio de Domicilio,Sin contacto (no atienden),,,,,,,,,,,,,
1603840,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
1604185,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,
1604214,Promesa de Pago,Sin contacto (no atienden),Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago
1604240,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Pago recibido,Contacto con Tercero,Sin contacto (no atienden),,,,,,,,,
1604446,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,
1604606,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Promesa de Pago,Promesa de Pago
1604665,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,
1605138,Contacto con Tercero,Sin contacto (no atienden),,,,,,,,,,,,,
1605186,Pago recibido,No contesta la llamada,,,,,,,,,,,,,
1605242,Pago recibido,Convenio Pago Parcial,Convenio Pago Parcial,,,,,,,,,,,,
1605373,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,Promesa de Pago,Promesa de Pago,,,,,,,,
1605491,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Prestanombre,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden)
1605508,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Sin contacto (no atienden),
1605598,Pago recibido,,,,,,,,,,,,,,
1605632,Contacto con Tercero,,,,,,,,,,,,,,
1605652,Pago No Identificado,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido,,,,,,,,,,
1605671,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,,,
1605689,Pago recibido,Sin contacto (no atienden),,,,,,,,,,,,,
1605706,Pago recibido,,,,,,,,,,,,,,
1605789,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido
160579,Pago recibido,Contacto con Tercero,No contesta la llamada,No contesta la llamada,Pago recibido,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,
1605844,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,
1605947,Contacto con Tercero,,,,,,,,,,,,,,
1606077,Contacto con Tercero,Negativa de pago,Negativa de pago,Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,
1606088,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Promesa de Pago,,,,,,,,,,
1606156,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Cambio de Domicilio,Cambio de Domicilio
1606461,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Sin contacto (no atienden),,,,,,,,,,
1606541,Contacto con Tercero,Negativa de pago,Negativa de pago,Contacto con Tercero,No contesta la llamada,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden)
1606546,Pago recibido,Sin contacto (no atienden),Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,Sin contacto (no atienden)
1606623,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,,,,
1606696,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
1606843,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
1606923,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,,,
1606975,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,
1607081,Pago recibido,Contacto con Tercero,No contesta la llamada,,,,,,,,,,,,
1607318,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,,
1607461,Pago recibido,,,,,,,,,,,,,,
1607597,Pago recibido,No contesta la llamada,Pago recibido,No contesta la llamada,No contesta la llamada,Pago recibido,,,,,,,,,
160770,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago
1607704,Pago recibido,Pago recibido,Contacto con Tercero,,,,,,,,,,,,
1607853,Pago recibido,Pago recibido,,,,,,,,,,,,,
160792,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero
1607946,Sin contacto (no atienden),,,,,,,,,,,,,,
160795,Pago recibido,Pago recibido,Contacto con Tercero,,,,,,,,,,,,
1607983,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago
1608083,Pago recibido,Contacto con Tercero,Sin contacto (no atienden),,,,,,,,,,,,
1608128,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,,
1608164,Pago recibido,Sin contacto (no atienden),Pago recibido,Pago No Identificado,,,,,,,,,,,
1608222,Convenio Pago Parcial,Sin contacto (no atienden),Contacto con Tercero,Sin contacto (no atienden),Contacto con Tercero,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,,,,,,,
1608316,Pago recibido,,,,,,,,,,,,,,
1608569,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
1608855,Pago recibido,Sin contacto (no atienden),Pago recibido,Promesa de Pago,Promesa de Pago,Sin contacto (no atienden),,,,,,,,,
1609185,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,,,,,,,,,,,
160923,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,
1609425,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago
1609549,Pago recibido,Pago recibido,,,,,,,,,,,,,
1609639,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden)
1609644,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,,
1609741,Negativa de pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Sin contacto (no atienden),Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,Convenio Pago Parcial,Convenio Pago Parcial,Convenio Pago Parcial,Contacto con Tercero,Promesa de Pago
1609855,Pago recibido,Contacto con Tercero,Moto recuperada,Negativa de pago,Pago recibido,Promesa de Pago,Contacto con Tercero,,,,,,,,
1609915,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,
1610073,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
1610079,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Ilocalizable,Promesa de Pago,Contacto con Tercero,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Sin contacto (no atienden),,
1610103,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,,
1610135,Contacto con Tercero,,,,,,,,,,,,,,
1610357,Pago recibido,Pago recibido,Promesa de Pago,,,,,,,,,,,,
1610483,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Contacto con Tercero,,,,
1610506,Pago recibido,Promesa de Pago,Sin contacto (no atienden),Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,
1610566,Sin contacto (no atienden),,,,,,,,,,,,,,
1610604,Pago recibido,Pago recibido,,,,,,,,,,,,,
1610637,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
1610898,Pago recibido,Promesa de Pago,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,
1611087,Pago recibido,,,,,,,,,,,,,,
1611148,Pago recibido,Pago recibido,,,,,,,,,,,,,
1611253,Pago recibido,,,,,,,,,,,,,,
1611446,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero
1611589,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
1611648,Promesa de Pago,Ilocalizable,,,,,,,,,,,,,
1611849,Promesa de Pago,Contacto con Tercero,,,,,,,,,,,,,
1611879,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,
1611962,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,,,,,,,,,
1612237,Pago recibido,Convenio Pago Parcial,Convenio Pago Parcial,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,
1612300,Pago recibido,,,,,,,,,,,,,,
1612303,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago
1612417,Pago recibido,Pago recibido,Sin contacto (no atienden),,,,,,,,,,,,
1612527,Pago recibido,Pago recibido,,,,,,,,,,,,,
1612533,Contacto con Tercero,,,,,,,,,,,,,,
1612898,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Pago recibido,Contacto con Tercero
161290,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,,
1613233,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago
1613470,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,Pago recibido,Promesa de Pago,,,,,,,
161366,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido
1613671,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,,,,,,,,
1613857,Sin contacto (no atienden),,,,,,,,,,,,,,
1613862,Promesa de Pago,,,,,,,,,,,,,,
1614108,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Contacto con Tercero
1614138,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
1614305,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Sin contacto (no atienden),Promesa de Pago,Pago recibido,Contacto con Tercero,Sin contacto (no atienden)
1614375,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,
1614411,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,,,,
1614640,Pago recibido,,,,,,,,,,,,,,
1614666,Pago recibido,Sin contacto (no atienden),Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,,,,,,,
1614686,Promesa de Pago,,,,,,,,,,,,,,
1614864,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
1614940,Pago recibido,,,,,,,,,,,,,,
1615006,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,
1615104,Pago recibido,Sin contacto (no atienden),,,,,,,,,,,,,
1615161,Pago recibido,Sin contacto (no atienden),Contacto con Tercero,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,
1615229,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,
1615388,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,,
1615430,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Pago recibido,Promesa de Pago,Contacto con Tercero,,,,,,
1615742,Pago recibido,,,,,,,,,,,,,,
1615838,Pago recibido,Promesa de Pago,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),,,,,,
1616003,Promesa de Pago,Promesa de Pago,Contacto con Tercero,,,,,,,,,,,,
1616179,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Contacto con Tercero,Sin contacto (no atienden),Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,,,
1616298,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,
1616345,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,
1616376,Pago recibido,Pago recibido,,,,,,,,,,,,,
1616392,Pago recibido,,,,,,,,,,,,,,
161644,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,,,,
161657,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,,,,,,,
1616779,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Promesa de Pago,,,
1616882,Pago recibido,,,,,,,,,,,,,,
161694,Contacto con Tercero,,,,,,,,,,,,,,
1617210,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
1617233,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,
1617265,Ilocalizable,,,,,,,,,,,,,,
161776,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,,,,,,,,,
1618372,Promesa de Pago,,,,,,,,,,,,,,
1618473,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
1618489,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Pago recibido,,,,,,
1618547,Pago recibido,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,,,,,,,,,,,
1618659,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero
1618672,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,
1618783,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,
1618833,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Moto recuperada,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago
1618925,Pago recibido,,,,,,,,,,,,,,
161894,Promesa de Pago,,,,,,,,,,,,,,
1618959,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,,
1619,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Pago recibido,Pago recibido
1619123,Pago recibido,Contacto con Tercero,Pago recibido,Promesa de Pago,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,
161940,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,
1619425,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero
1619521,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,,
1619551,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Pago recibido,Promesa de Pago,,,,,,,,,
1619775,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),,
1619777,Pago recibido,Contacto con Tercero,Promesa de Pago,Pago recibido,Sin contacto (no atienden),No contesta la llamada,Promesa de Pago,Pago recibido,Contacto con Tercero,Promesa de Pago,Promesa de Pago,,,,
1619818,Promesa de Pago,,,,,,,,,,,,,,
1619863,Pago recibido,Pago recibido,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),,,,,,,,,,
1619879,Pago recibido,,,,,,,,,,,,,,
1619959,Contacto con Tercero,,,,,,,,,,,,,,
1619963,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
1620095,Pago recibido,Defunción,,,,,,,,,,,,,
1620102,Pago recibido,Negativa de pago,Contacto con Tercero,Pago recibido,Pago recibido,,,,,,,,,,
1620159,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,,,,,,,
1620316,Pago recibido,Sin contacto (no atienden),Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,
162047,Pago recibido,Pago recibido,,,,,,,,,,,,,
1620668,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
1620817,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,,,,,,,,,
1621104,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,,,
1621220,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Sin contacto (no atienden),Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),,,,,,,
1621674,Sin contacto (no atienden),Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,
1621707,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
162253,Promesa de Pago,Sin contacto (no atienden),Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Contacto con Tercero,Promesa de Pago
1622687,Pago recibido,Convenio Pago Parcial,,,,,,,,,,,,,
1622869,Pago recibido,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,,,,,,,,,,,
1622870,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
1622948,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,,,,,,,,,,
1623,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,Contacto con Tercero
1623014,Pago recibido,,,,,,,,,,,,,,
1623377,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
